ZIP File,Permissions (manifest),Over Permissions,WASM Exist,Clipboard,Downloads,Storage,Tabs,Scripting,Identity,WebRequest,Bookmarks,History,Alarms,Notifications,Context Menus,File System,Network,Rendering,User Interaction,Unknown
mgakchnhkgppicccbfnoimecojceghaj_1.0.zip,"[""*://*.youtube.com/*"", ""tabs""]",[],X,{},{},{},"{""chrome.tabs.update"": 2, ""chrome.tabs.query"": 1, ""chrome.tabs.onUpdated.addListener"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 1}",{},"{""document.createElement"": 1, ""document.getElementById"": 1, ""new MutationObserver"": 1, ""setTimeout"": 1, ""setInterval"": 1}",{},{}
ebpgbpnccddgdkiobopbfiijonjbmpnl_1.0.1.zip,"[""http://*/*"", ""https://*/*"", ""webRequest"", ""activeTab"", ""webNavigation"", ""storage"", ""geolocation""]","[""activeTab""]",X,{},{},"{""chrome.storage.local.get"": 10, ""localStorage.setItem"": 3, ""chrome.storage.local.set"": 3, ""sessionStorage.getItem"": 2}","{""chrome.tabs.get"": 2, ""chrome.tabs.query"": 1}",{},{},"{""chrome.webRequest.onCompleted"": 1}",{},{},{},{},{},"{""document.querySelector"": 9, ""localStorage.getItem"": 3, ""sessionStorage.setItem"": 2, ""new Blob"": 2}","{""fetch"": 14}","{""document.createElement"": 27, ""setTimeout"": 16, ""document.getElementById"": 8, ""element.style"": 4, ""canvas.getContext"": 2}","{""addEventListener"": 33}",{}
fpeifbebfjeoaiomiafdppodhpnfgbhc_0.1.zip,"[""history""]",[],X,{},{},{},{},{},{},{},{},"{""chrome.history.search"": 4, ""chrome.history.deleteUrl"": 1}",{},{},{},"{""document.querySelector"": 6}",{},"{""document.createElement"": 64, ""setTimeout"": 40, ""document.getElementById"": 7, ""setInterval"": 7}","{""addEventListener"": 280}",{}
dfckchceomnbpfnehijdneobbfkmnafg_1.2.zip,"[""https://panel.hiva.app/"", ""tabs"", ""http://panel.hiva.app/"", ""cookies""]",[],X,{},{},{},"{""chrome.tabs.onUpdated.addListener"": 3}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 10}","{""fetch"": 24}","{""setTimeout"": 56, ""document.getElementById"": 30, ""document.createElement"": 7, ""setInterval"": 1, ""canvas.getContext"": 1}","{""addEventListener"": 17}",{}
ddhailnbodajnflekpkmkpglocmendfp_2.2.zip,"[""tabs"", ""scripting"", ""https://www.classcard.net/*"", ""storage""]",[],X,{},{},"{""chrome.storage.local.get"": 2, ""chrome.storage.local.set"": 1}","{""chrome.tabs.onUpdated.addListener"": 3, ""chrome.tabs.query"": 3}","{""chrome.scripting.insertCSS"": 2}",{},{},{},{},{},{},{},{},{},"{""setTimeout"": 13, ""new MutationObserver"": 3, ""setInterval"": 1}","{""addEventListener"": 9}",{}
mlhofhddnebfkjoialgecpehddcpmipf_1.3.zip,"[""tabs"", ""https://docs.google.com/forms/*"", ""notifications"", ""scripting"", ""storage""]",[],X,{},{},"{""chrome.storage.local.set"": 2, ""chrome.storage.local.get"": 1}","{""chrome.tabs.query"": 2, ""chrome.tabs.remove"": 1, ""chrome.tabs.onActivated.addListener"": 1}","{""chrome.scripting.executeScript"": 1}",{},{},{},{},{},"{""chrome.notifications.create"": 3}",{},{},{},"{""setTimeout"": 3}",{},{}
cmfdbhodbknpeambnnahbheoeajhbeel_1.1.9.zip,"[""https://*.instagram.com/*"", ""tabs"", ""https://*.cdninstagram.com/*"", ""https://*.fbcdn.net/*"", ""unlimitedStorage"", ""https://instech.tech/*""]",[],X,{},{},"{""localStorage.setItem"": 2, ""sessionStorage.getItem"": 1}","{""chrome.tabs.query"": 6, ""chrome.tabs.create"": 6, ""chrome.tabs.get"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 39, ""new Blob"": 7, ""localStorage.getItem"": 2, ""document.cookie"": 1}","{""fetch"": 14, ""new XMLHttpRequest"": 5}","{""document.getElementById"": 295, ""document.createElement"": 89, ""setTimeout"": 65, ""element.style"": 16, ""setInterval"": 13, ""canvas.getContext"": 10, ""window.open"": 2}","{""addEventListener"": 58}",{}
bfkihilfmmfmadafdjjdcfdfcpicpkkp_2.3.1.zip,"[""http://*.facebook.com/*"", ""tabs"", ""https://*.facebook.com/*"", ""notifications"", ""unlimitedStorage"", ""scripting"", ""storage""]",[],X,{},{},"{""chrome.storage.local.get"": 14, ""chrome.storage.local.set"": 10, ""chrome.storage.sync.set"": 1}","{""chrome.tabs.query"": 12, ""chrome.tabs.create"": 7, ""chrome.tabs.update"": 3, ""chrome.tabs.remove"": 2, ""chrome.tabs.onUpdated.addListener"": 2}","{""chrome.scripting.executeScript"": 1}",{},{},{},{},{},"{""chrome.notifications.create"": 1}",{},"{""document.querySelector"": 17, ""document.cookie"": 4, ""localStorage.getItem"": 1}","{""fetch"": 17, ""new XMLHttpRequest"": 1}","{""setTimeout"": 41, ""document.getElementById"": 38, ""document.createElement"": 17, ""element.style"": 13, ""setInterval"": 9, ""chrome.windows.create"": 1}","{""addEventListener"": 43}",{}
mdplmiioglkpgkdblijgilgebpppgblm_1.98.25.zip,"[""<all_urls>"", ""unlimitedStorage"", ""offscreen"", ""scripting"", ""alarms"", ""storage"", ""tabs"", ""webRequest"", ""tabCapture"", ""activeTab""]","[""activeTab"", ""alarms"", ""offscreen"", ""scripting"", ""tabCapture"", ""tabs"", ""webRequest""]",X,{},{},"{""indexedDB.open"": 7, ""chrome.storage.local.get"": 3, ""localStorage.setItem"": 1, ""sessionStorage.getItem"": 1}",{},{},{},{},{},{},{},{},{},"{""document.querySelector"": 28, ""new Blob"": 21, ""document.cookie"": 6, ""localStorage.getItem"": 2, ""sessionStorage.setItem"": 1}","{""fetch"": 284, ""new XMLHttpRequest"": 9}","{""setTimeout"": 197, ""document.createElement"": 179, ""setInterval"": 28, ""window.open"": 24, ""document.getElementById"": 8, ""new MutationObserver"": 3, ""element.style"": 1}","{""addEventListener"": 379, ""document.onmousemove"": 4, ""window.confirm"": 1}",{}
omacmfialjnoognohplbhhbgpeillekn_0.0.2.zip,"[""debugger"", ""activeTab""]","[""activeTab""]",X,{},{},{},"{""chrome.tabs.query"": 4}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 3}",{},"{""setTimeout"": 8, ""document.createElement"": 7, ""document.getElementById"": 1}","{""addEventListener"": 6}",{}
eacdlhdafbpmjohojacamlbhiogcpcbd_1.6.9.zip,"[""identity"", ""https://teams.live.com/*"", ""https://meet.google.com/*"", ""offscreen"", ""scripting"", ""storage"", ""https://*.zoom.us/*"", ""tabs"", ""https://meet.ringover.io/*"", ""https://teams.microsoft.com/*"", ""tabCapture"", ""https://meet-v2.ringover.net/*"", ""activeTab""]",[],X,{},{},"{""chrome.storage.local.get"": 12, ""chrome.storage.local.set"": 6}","{""chrome.tabs.create"": 7, ""chrome.tabs.remove"": 7, ""chrome.tabs.query"": 4, ""chrome.tabs.onUpdated.addListener"": 2, ""chrome.tabs.get"": 1}","{""chrome.scripting.executeScript"": 8}",{},{},{},{},{},{},{},"{""document.querySelector"": 15, ""new Blob"": 7, ""file.name"": 1}","{""fetch"": 6}","{""document.getElementById"": 35, ""setTimeout"": 24, ""document.createElement"": 11, ""setInterval"": 6, ""new MutationObserver"": 2, ""chrome.windows.create"": 1, ""window.open"": 1}","{""addEventListener"": 15, ""document.onmousemove"": 2, ""chrome.permissions.request"": 1}",{}
efefmblkhfibknkkhllennfdkfnnmjek_0.0.0.2.zip,"[""<all_urls>"", ""storage"", ""scripting"", ""webRequest""]",[],X,{},{},"{""chrome.storage.sync.get"": 3, ""chrome.storage.sync.set"": 3}","{""chrome.tabs.query"": 2}","{""chrome.scripting.executeScript"": 4, ""chrome.scripting.insertCSS"": 1}",{},"{""chrome.webRequest.onBeforeRequest"": 1}",{},{},{},{},{},"{""document.querySelector"": 3}",{},"{""document.createElement"": 1}","{""addEventListener"": 5}",{}
aneeijmdeahjkiegfhgngfbkcopllngo_0.1.3.zip,"[""https://fonts.googleapis.com/*"", ""http://*/*"", ""<all_urls>"", ""https://*/*"", ""https://fonts.gstatic.com/*"", ""scripting"", ""storage"", ""tabs"", ""tabCapture"", ""activeTab""]","[""storage"", ""tabCapture""]",X,{},{},"{""localStorage.setItem"": 2}","{""chrome.tabs.captureVisibleTab"": 2, ""chrome.tabs.query"": 1, ""chrome.tabs.onUpdated.addListener"": 1}","{""chrome.scripting.executeScript"": 1}",{},{},{},{},{},{},{},"{""document.querySelector"": 16, ""document.cookie"": 4, ""new Blob"": 2, ""localStorage.getItem"": 2}","{""fetch"": 24, ""new XMLHttpRequest"": 3}","{""document.createElement"": 92, ""setTimeout"": 64, ""document.getElementById"": 6, ""new MutationObserver"": 6, ""window.open"": 5, ""setInterval"": 4, ""chrome.windows.create"": 1}","{""addEventListener"": 128}",{}
mmfgbjodfoknnfknlpjofenajlnlkeee_1.0.zip,"[""identity"", ""tabs"", ""activeTab"", ""scripting"", ""storage"", ""https://*.linkedin.com/*""]",[],X,{},{},"{""chrome.storage.local.get"": 4, ""chrome.storage.local.set"": 4}","{""chrome.tabs.create"": 2, ""chrome.tabs.query"": 1}","{""chrome.scripting.executeScript"": 1}","{""chrome.identity.getAuthToken"": 5}",{},{},{},{},{},{},"{""document.querySelector"": 11, ""file.name"": 5, ""file.type"": 3}","{""fetch"": 30}","{""document.getElementById"": 114, ""document.createElement"": 20, ""setTimeout"": 9, ""window.open"": 1}","{""addEventListener"": 30}",{}
ffbcdgcfkjmnjojcfepefdidjdkioggl_0.3.zip,"[""tabs"", ""https://finance.google.com/finance/*"", ""http://www.bseindia.com/corporates/ann.aspx?expandable=0"", ""notifications"", ""contextMenus"", ""storage""]","[""contextMenus"", ""notifications"", ""storage""]",X,{},{},{},"{""chrome.tabs.create"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 1}","{""new XMLHttpRequest"": 2}","{""setTimeout"": 9, ""document.getElementById"": 3, ""setInterval"": 1}","{""addEventListener"": 11}",{}
mlldkokglanggjkokhdboagaekobhome_1.18.zip,"[""https://app.candidate.fyi/*"", ""tabs"", ""storage"", ""sidePanel""]",[],X,{},{},{},"{""chrome.tabs.onUpdated.addListener"": 3, ""chrome.tabs.query"": 2, ""chrome.tabs.get"": 2, ""chrome.tabs.onActivated.addListener"": 2}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 12}",{},"{""document.createElement"": 11, ""document.getElementById"": 11, ""new MutationObserver"": 7, ""setInterval"": 2}","{""addEventListener"": 14}",{}
fjloanfmldedeklicoenijiddfgipkke_2.1.11.zip,"[""*://msk.liepin.com/*"", ""*://*.58.com/*"", ""*://m.zhipin.com/*"", ""tabs"", ""*://2haohr.com/*"", ""*://dingtalk-test.2haohr.com/*"", ""*://wework-dev.2haohr.com/*"", ""*://msk.liepin.cn/*"", ""*://passport.zhaopin.com/*"", ""*://localhost/*"", ""unlimitedStorage"", ""*://wework-test.2haohr.com/*"", ""*://*.lagou.com/*"", ""*://www-dev.2haohr.com/*"", ""*://rd6.zhaopin.com/*"", ""*://127.0.0.1/*"", ""*://dingtalk.2haohr.com/*"", ""*://dingtalk-dev.2haohr.com/*"", ""downloads"", ""*://dev.2haohr.com/*"", ""*://lpt.liepin.com/*"", ""*://test.2haohr.com/*"", ""*://www.test.2haohr.com/*"", ""*://ehire.51job.com/*"", ""https://ihr.zhaopin.com/*"", ""*://www.lgstatic.com/*"", ""*://wework.2haohr.com/*"", ""*://feishu-dev.2haohr.com/*"", ""*://feishu-test.2haohr.com/*"", ""*://mall.51job.com/*"", ""management"", ""notifications"", ""*://login.zhipin.com/"", ""*://easy.lagou.com/*"", ""https://www.zhipin.com/*"", ""https://rd5.zhaopin.com/*"", ""background"", ""*://passport.liepin.com/*"", ""*://newrms.cjol.com/*"", ""*://www.2haohr.com/*"", ""*://feishu.2haohr.com/*"", ""*://yun.lagou.com/*"", ""*://lpt.liepin.cn/*""]","[""background"", ""unlimitedStorage""]",X,{},"{""chrome.downloads.download"": 1}","{""localStorage.setItem"": 13, ""sessionStorage.getItem"": 3}","{""chrome.tabs.get"": 10, ""chrome.tabs.query"": 5, ""chrome.tabs.update"": 5, ""chrome.tabs.remove"": 5, ""chrome.tabs.executeScript"": 5, ""chrome.tabs.onUpdated.addListener"": 1}",{},{},{},{},{},{},"{""chrome.notifications.create"": 5, ""chrome.notifications.update"": 5, ""chrome.notifications.clear"": 5}",{},"{""document.querySelector"": 395, ""localStorage.getItem"": 34, ""new Blob"": 13, ""sessionStorage.setItem"": 12, ""document.cookie"": 11}","{""fetch"": 260, ""new XMLHttpRequest"": 24, ""navigator.sendBeacon"": 8}","{""setTimeout"": 398, ""document.createElement"": 178, ""document.getElementById"": 41, ""new MutationObserver"": 39, ""setInterval"": 25, ""chrome.windows.create"": 7}","{""addEventListener"": 363, ""window.onbeforeunload"": 1}",{}
dbgmmpgmabjfojcomjpoodckbajfclkd_1.1.5.zip,"[""tabs"", ""<all_urls>""]",[],X,{},{},{},"{""chrome.tabs.create"": 2, ""chrome.tabs.update"": 2, ""chrome.tabs.onUpdated.addListener"": 1, ""chrome.tabs.captureVisibleTab"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 3}",{},"{""document.createElement"": 3, ""setTimeout"": 3, ""element.innerHTML"": 1, ""element.style"": 1, ""setInterval"": 1}","{""addEventListener"": 9}",{}
fngpcgiklmapjpnkjdjmpgajiijocdkd_3.0.zip,"[""tabs"", ""<all_urls>""]",[],X,{},{},{},"{""chrome.tabs.create"": 2, ""chrome.tabs.onUpdated.addListener"": 2}",{},{},{},{},{},{},{},{},{},"{""fetch"": 26}","{""document.createElement"": 2}",{},{}
igpmccnfdgkfbgdmnamhlphegclidlbk_1.0.2.zip,"[""<all_urls>"", ""downloads"", ""unlimitedStorage"", ""desktopCapture"", ""storage""]",[],X,{},"{""chrome.downloads.download"": 1}","{""chrome.storage.local.get"": 5, ""chrome.storage.local.set"": 4, ""localStorage.setItem"": 4, ""sessionStorage.getItem"": 2, ""chrome.storage.sync.get"": 1}","{""chrome.tabs.query"": 6, ""chrome.tabs.create"": 2, ""chrome.tabs.get"": 1, ""chrome.tabs.remove"": 1, ""chrome.tabs.onUpdated.addListener"": 1}",{},{},{},{},{},{},{},{},"{""sessionStorage.setItem"": 4, ""new Blob"": 2, ""document.querySelector"": 2, ""localStorage.getItem"": 2}","{""fetch"": 6}","{""setTimeout"": 65, ""document.createElement"": 16, ""document.getElementById"": 6, ""setInterval"": 6}","{""addEventListener"": 37, ""window.prompt"": 1}",{}
hhdoodgdlgbcpmadfldaghcflgnkndca_0.9.4.zip,"[""identity"", ""clipboardWrite"", ""<all_urls>"", ""https://apis.google.com/js/api.js"", ""https://*/"", ""storage"", ""tabs"", ""contextMenus"", ""activeTab"", ""http://*/""]","[""activeTab"", ""clipboardWrite""]",X,{},{},"{""chrome.storage.sync.get"": 7, ""chrome.storage.local.get"": 4, ""chrome.storage.local.set"": 2, ""chrome.storage.sync.set"": 2, ""sessionStorage.getItem"": 2}","{""chrome.tabs.query"": 4, ""chrome.tabs.executeScript"": 2, ""chrome.tabs.create"": 2, ""chrome.tabs.update"": 2, ""chrome.tabs.onUpdated.addListener"": 1}",{},"{""chrome.identity.getAuthToken"": 14}",{},{},{},{},{},"{""chrome.contextMenus.create"": 2, ""chrome.contextMenus.onClicked.addListener"": 1}","{""file.size"": 10, ""new Blob"": 8, ""file.type"": 6, ""sessionStorage.setItem"": 3, ""file.name"": 2}","{""new XMLHttpRequest"": 22, ""fetch"": 13}","{""document.createElement"": 52, ""setTimeout"": 41, ""document.getElementById"": 18, ""setInterval"": 10, ""new MutationObserver"": 5}","{""addEventListener"": 40}",{}
ljgjcimndppiojghmlofccojajkhglpg_1.0.1.zip,"[""tabs""]",[],X,{},"{""chrome.downloads.download"": 1}",{},"{""chrome.tabs.query"": 2}",{},{},{},{},{},{},{},{},"{""new Blob"": 4, ""file.name"": 4}","{""new XMLHttpRequest"": 4, ""fetch"": 1}","{""setTimeout"": 21, ""document.createElement"": 10, ""document.getElementById"": 9, ""window.open"": 1}","{""addEventListener"": 10}",{}
glaffjplfihhkhanmgaajakfjfmjifng_1.zip,"[""tabs"", ""storage"", ""notifications""]",[],X,{},{},"{""chrome.storage.local.set"": 6, ""chrome.storage.local.get"": 1}","{""chrome.tabs.create"": 2}",{},{},{},{},{},{},"{""chrome.notifications.create"": 2, ""chrome.notifications.onClicked.addListener"": 1}",{},{},{},"{""setTimeout"": 8, ""setInterval"": 1}","{""addEventListener"": 9}",{}
cnkaahfnkfaigbdcgcliiecccljnoeom_1.0.1.zip,"[""<all_urls>"", ""tabs"", ""scripting"", ""storage""]","[""scripting""]",X,{},{},"{""chrome.storage.local.get"": 3, ""chrome.storage.local.set"": 2, ""localStorage.setItem"": 2}","{""chrome.tabs.query"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 5, ""localStorage.getItem"": 4}","{""fetch"": 4}","{""document.createElement"": 7, ""setTimeout"": 6, ""document.getElementById"": 1, ""new MutationObserver"": 1, ""setInterval"": 1}","{""addEventListener"": 14}",{}
jfnjckhmnnncmfibgcehfjdklmgkfiio_0.0.1.0.zip,"[""tabs"", ""webNavigation"", ""downloads"", ""activeTab""]","[""activeTab""]",X,{},"{""chrome.downloads.download"": 1}",{},"{""chrome.tabs.query"": 2}",{},{},{},{},{},{},{},{},"{""new Blob"": 1, ""document.querySelector"": 1}",{},"{""document.createElement"": 15, ""setTimeout"": 7, ""document.getElementById"": 7}","{""addEventListener"": 12}",{}
jpijepjflkfojekoipljndehfjepimkn_1.1.zip,"[""https://pet-chain.baidu.com/*"", ""webRequestBlocking"", ""webRequest""]",[],X,{},{},{},{},{},{},"{""chrome.webRequest.onBeforeRequest"": 2}",{},{},{},{},{},"{""document.querySelector"": 2, ""new Blob"": 1}","{""fetch"": 2, ""new XMLHttpRequest"": 1}","{""setTimeout"": 24, ""document.getElementById"": 5, ""setInterval"": 1, ""document.createElement"": 1}","{""addEventListener"": 3}",{}
dafkkimnoemanmhikhkpbfaahfhjgdnb_1.1.1.zip,"[""<all_urls>"", ""tabs"", ""webNavigation"", ""storage""]",[],X,{},{},"{""chrome.storage.local.get"": 6, ""chrome.storage.local.set"": 5}","{""chrome.tabs.query"": 3, ""chrome.tabs.get"": 1, ""chrome.tabs.onActivated.addListener"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 17}",{},"{""document.getElementById"": 15, ""setTimeout"": 12, ""document.createElement"": 5, ""window.open"": 2}","{""addEventListener"": 6}",{}
hjimmklopenmealinniilgohbmglfooi_1.3.10.zip,"[""tabs"", ""alarms"", ""storage""]","[""alarms"", ""storage"", ""tabs""]",X,"{""navigator.clipboard.writeText"": 3}",{},"{""sessionStorage.getItem"": 7, ""indexedDB.open"": 3, ""localStorage.setItem"": 3}",{},{},{},{},{},{},{},{},{},"{""document.querySelector"": 56, ""sessionStorage.setItem"": 20, ""localStorage.getItem"": 12, ""document.cookie"": 4, ""new Blob"": 1}","{""fetch"": 178, ""new XMLHttpRequest"": 3}","{""setTimeout"": 58, ""document.createElement"": 18, ""setInterval"": 11, ""document.getElementById"": 6, ""window.open"": 2, ""new MutationObserver"": 1}","{""addEventListener"": 70}",{}
nmeegpdlcdjpkjghamefpcciaejhglop_1.0.0.zip,"[""clipboardWrite"", ""tabs"", ""storage"", ""clipboardRead""]","[""clipboardRead""]",X,"{""navigator.clipboard.writeText"": 1}",{},"{""chrome.storage.sync.get"": 11, ""chrome.storage.sync.set"": 6}","{""chrome.tabs.create"": 2, ""chrome.tabs.query"": 1, ""chrome.tabs.update"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 2, ""new Blob"": 1}",{},"{""document.getElementById"": 15, ""document.createElement"": 3, ""setTimeout"": 2, ""chrome.windows.create"": 2}","{""addEventListener"": 10}",{}
abohkhpiikhciflhojmdnongnageicem_1.0.zip,"[""downloads"", ""activeTab""]","[""activeTab""]",X,"{""navigator.clipboard.writeText"": 1}","{""chrome.downloads.download"": 1}",{},"{""chrome.tabs.query"": 1}",{},{},{},{},{},{},{},{},{},{},"{""document.getElementById"": 5}","{""addEventListener"": 3}",{}
obbhcemdieglpilieepgcbhpocmbkphm_1.1.2.zip,"[""bookmarks"", ""contextMenus"", ""activeTab""]","[""activeTab""]",X,{},{},{},"{""chrome.tabs.executeScript"": 1}",{},{},{},"{""chrome.bookmarks.get"": 1}",{},{},{},"{""chrome.contextMenus.create"": 1, ""chrome.contextMenus.onClicked.addListener"": 1}",{},{},"{""document.createElement"": 12, ""document.getElementById"": 2, ""setTimeout"": 1}","{""addEventListener"": 8}",{}
pomlcckbphmgddbhchkpehnfkegaenke_0.2.zip,"[""tabs""]",[],X,{},{},{},"{""chrome.tabs.create"": 1, ""chrome.tabs.update"": 1, ""chrome.tabs.get"": 1}",{},{},{},{},{},{},{},{},{},{},{},{},{}
fkghopacecghkmmhjhdhkcjlklbllmhc_1.2.zip,"[""tabs"", ""<all_urls>"", ""activeTab"", ""https://ajax.googleapis.com/"", ""storage""]","[""activeTab""]",X,{},{},"{""chrome.storage.sync.get"": 3, ""indexedDB.open"": 2, ""localStorage.setItem"": 2, ""chrome.storage.sync.set"": 1}","{""chrome.tabs.query"": 3, ""chrome.tabs.executeScript"": 1}",{},{},{},{},{},{},{},{},"{""new Blob"": 7, ""localStorage.getItem"": 2, ""store.put"": 1, ""document.querySelector"": 1}","{""fetch"": 2, ""new XMLHttpRequest"": 1}","{""document.getElementById"": 61, ""setTimeout"": 11, ""document.createElement"": 3, ""window.open"": 2}","{""addEventListener"": 16}",{}
nmemhfgjhnfmckacjippmiconfgoaamj_0.0.0.4.zip,"[""downloads""]",[],X,{},"{""chrome.downloads.search"": 1}","{""indexedDB.open"": 2}",{},{},{},{},{},{},{},{},{},"{""new Blob"": 1}","{""fetch"": 2}","{""document.createElement"": 1, ""document.getElementById"": 1}","{""addEventListener"": 1}",{}
gnonenpkkhngjcpilegkmajnjicpjmpd_0.9.11.zip,"[""cookies"", ""*://*.linkedin.com/*"", ""*://*.hintsay.com/*"", ""alarms"", ""storage""]",[],X,{},{},"{""chrome.storage.local.get"": 4, ""chrome.storage.local.set"": 2}",{},{},{},{},{},{},"{""chrome.alarms.clear"": 4, ""chrome.alarms.create"": 2, ""chrome.alarms.get"": 2, ""chrome.alarms.onAlarm.addListener"": 1}",{},{},{},"{""fetch"": 85, ""navigator.sendBeacon"": 4, ""new XMLHttpRequest"": 2}","{""setTimeout"": 38, ""setInterval"": 8}","{""addEventListener"": 26}",{}
gpfafllpahmdkcafjbnbcoeiiahmnfej_0.5.zip,"[""history"", ""favicon"", ""bookmarks""]","[""favicon""]",X,{},{},"{""localStorage.setItem"": 1}","{""chrome.tabs.update"": 1}",{},{},{},"{""chrome.bookmarks.get"": 1, ""chrome.bookmarks.remove"": 1}","{""chrome.history.search"": 1}",{},{},{},"{""document.querySelector"": 2, ""localStorage.getItem"": 1, ""document.cookie"": 1}","{""fetch"": 3, ""new XMLHttpRequest"": 1}","{""setTimeout"": 9, ""setInterval"": 5, ""document.createElement"": 4}","{""addEventListener"": 11}",{}
epndoneeciikmcedfghlglccfnfcfglh_1.1.1.zip,"[""<all_urls>"", ""cookies"", ""activeTab""]","[""activeTab""]",X,{},{},{},"{""chrome.tabs.query"": 2}",{},{},{},{},{},{},{},{},{},{},"{""document.getElementById"": 3, ""document.createElement"": 1}","{""addEventListener"": 2}",{}
leilgdlodkfpinieickphnogonghaocc_5.334.10.742 r5c5fea23.zip,"[""tabs"", ""storage""]",[],X,"{""navigator.clipboard.writeText"": 2}",{},"{""indexedDB.open"": 2, ""chrome.storage.sync.get"": 2, ""chrome.storage.sync.set"": 2}","{""chrome.tabs.query"": 3, ""chrome.tabs.get"": 1, ""chrome.tabs.onUpdated.addListener"": 1, ""chrome.tabs.onActivated.addListener"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 3}",{},"{""document.getElementById"": 15, ""document.createElement"": 4, ""new MutationObserver"": 1, ""window.open"": 1}","{""addEventListener"": 7}",{}
